,Neighbourhood,Neighbourhood Longitude,Neighbourhood Latitude,Venue,Venue Category,Unnamed: 0
417,Willowdale West,43.771210491800005,-79.4275578,Two Nine Tea,Bubble Tea Shop,
418,Willowdale West,43.771210491800005,-79.4275578,Brioche Dorée,Café,
425,Lansing-Westgate,43.754271154899996,-79.4247477215,Java Joe's,Café,
427,Lansing-Westgate,43.754271154899996,-79.4247477215,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
428,Lansing-Westgate,43.754271154899996,-79.4247477215,WFM Coffee Bar,Coffee Shop,
429,Lansing-Westgate,43.754271154899996,-79.4247477215,Little Nicky's,Café,
430,Lansing-Westgate,43.754271154899996,-79.4247477215,Second Cup,Coffee Shop,
431,Lansing-Westgate,43.754271154899996,-79.4247477215,Second Cup,Café,
434,Lansing-Westgate,43.754271154899996,-79.4247477215,Soul Cafe,Dessert Shop,
435,Lansing-Westgate,43.754271154899996,-79.4247477215,Paint Lounge (Toronto West location),Café,
436,Lansing-Westgate,43.754271154899996,-79.4247477215,Starbucks Canada Corporate Office,Business Center,
438,Lansing-Westgate,43.754271154899996,-79.4247477215,Delimark Cafe,Café,
439,Lansing-Westgate,43.754271154899996,-79.4247477215,Saryo,Café,
440,Lansing-Westgate,43.754271154899996,-79.4247477215,Centre Cafe,Café,
441,Lansing-Westgate,43.754271154899996,-79.4247477215,Tang's Cafe,Café,
442,Lansing-Westgate,43.754271154899996,-79.4247477215,Cafe Palma,Café,
443,Lansing-Westgate,43.754271154899996,-79.4247477215,Hollywood Bistro,Café,
444,Lansing-Westgate,43.754271154899996,-79.4247477215,Brie Fondue,Café,
445,Lansing-Westgate,43.754271154899996,-79.4247477215,Oliva,Café,
447,Lansing-Westgate,43.754271154899996,-79.4247477215,Silo 13,Café,
448,Lansing-Westgate,43.754271154899996,-79.4247477215,N°9 Cafe,Café,
450,Lansing-Westgate,43.754271154899996,-79.4247477215,Cinnamon Grove,Café,
453,Bedford Park-Nortown,43.731486231800005,-79.4202273481,The Rolling Pin,Bakery,
456,Bedford Park-Nortown,43.731486231800005,-79.4202273481,Patisserie Sebastien,Bakery,
457,Bedford Park-Nortown,43.731486231800005,-79.4202273481,7-Eleven,Convenience Store,
461,Bedford Park-Nortown,43.731486231800005,-79.4202273481,Montchant,Café,
462,Bedford Park-Nortown,43.731486231800005,-79.4202273481,For The Win Cafe,Bubble Tea Shop,
464,Bedford Park-Nortown,43.731486231800005,-79.4202273481,Auleaf Cafe,Café,
465,Bedford Park-Nortown,43.731486231800005,-79.4202273481,Chat One,Café,
468,Bedford Park-Nortown,43.731486231800005,-79.4202273481,The Espresso Room,Café,
469,Bedford Park-Nortown,43.731486231800005,-79.4202273481,Cafe Landwer,Café,
470,Bedford Park-Nortown,43.731486231800005,-79.4202273481,Pantry,Café,
471,Bedford Park-Nortown,43.731486231800005,-79.4202273481,Your Neighbourhood Cafe,Café,
472,Bedford Park-Nortown,43.731486231800005,-79.4202273481,Ventisette,Café,
473,Bedford Park-Nortown,43.731486231800005,-79.4202273481,Second Cup,Café,
474,Bedford Park-Nortown,43.731486231800005,-79.4202273481,The Nosh,Restaurant,
475,Bedford Park-Nortown,43.731486231800005,-79.4202273481,Dairy Treats,Restaurant,
477,St.Andrew-Windfields,43.7562458348,-79.37903708649999,Solidarity Cafe,Café,
479,St.Andrew-Windfields,43.7562458348,-79.37903708649999,The Primal Grind,Café,
480,St.Andrew-Windfields,43.7562458348,-79.37903708649999,Paradise Farms Cafe,Café,
481,St.Andrew-Windfields,43.7562458348,-79.37903708649999,Second Cup,Coffee Shop,
482,St.Andrew-Windfields,43.7562458348,-79.37903708649999,Il Fornello,Italian Restaurant,
484,St.Andrew-Windfields,43.7562458348,-79.37903708649999,Aroma Espresso Bar,Café,
485,St.Andrew-Windfields,43.7562458348,-79.37903708649999,Bread & Roses,Café,
486,St.Andrew-Windfields,43.7562458348,-79.37903708649999,Wifi Cafe,Café,
488,St.Andrew-Windfields,43.7562458348,-79.37903708649999,Spot coffee,Café,
489,St.Andrew-Windfields,43.7562458348,-79.37903708649999,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
490,St.Andrew-Windfields,43.7562458348,-79.37903708649999,Timothy's World Coffee,Café,
491,Bridle Path-Sunnybrook-York Mills,43.7310131378,-79.3789041759,Starbucks,Coffee Shop,
492,Bridle Path-Sunnybrook-York Mills,43.7310131378,-79.3789041759,Holland Bloorview cafe,Café,
493,Bridle Path-Sunnybrook-York Mills,43.7310131378,-79.3789041759,For The Win Cafe,Bubble Tea Shop,
494,Bridle Path-Sunnybrook-York Mills,43.7310131378,-79.3789041759,WFM Coffee Bar,Coffee Shop,
495,Bridle Path-Sunnybrook-York Mills,43.7310131378,-79.3789041759,Aroma Espresso Bar,Café,
496,Bridle Path-Sunnybrook-York Mills,43.7310131378,-79.3789041759,Garden Cafe,Café,
497,Bridle Path-Sunnybrook-York Mills,43.7310131378,-79.3789041759,Lunik Co-op,Café,
498,Bridle Path-Sunnybrook-York Mills,43.7310131378,-79.3789041759,Granite Club President's Lounge,Café,
499,Bridle Path-Sunnybrook-York Mills,43.7310131378,-79.3789041759,Zio's House,Italian Restaurant,
500,Bridle Path-Sunnybrook-York Mills,43.7310131378,-79.3789041759,TBG Cafe,Café,
502,Banbury-Don Mills,43.737657004300004,-79.3497179808,Panera Bread,Bakery,
503,Banbury-Don Mills,43.737657004300004,-79.3497179808,Aroma Espresso Bar,Café,
504,Banbury-Don Mills,43.737657004300004,-79.3497179808,BMIR Cafe,Café,
505,Banbury-Don Mills,43.737657004300004,-79.3497179808,Wificafe,Café,
506,Banbury-Don Mills,43.737657004300004,-79.3497179808,Cafe 39,Café,
507,Banbury-Don Mills,43.737657004300004,-79.3497179808,Pauls coffee shop,Café,
508,Banbury-Don Mills,43.737657004300004,-79.3497179808,Second Cup,Coffee Shop,
509,Banbury-Don Mills,43.737657004300004,-79.3497179808,The Club house,Café,
510,Banbury-Don Mills,43.737657004300004,-79.3497179808,Garden Cafe,Café,
511,Banbury-Don Mills,43.737657004300004,-79.3497179808,Pearson Café,Café,
512,Banbury-Don Mills,43.737657004300004,-79.3497179808,Anthony's Cafe,Café,
513,Banbury-Don Mills,43.737657004300004,-79.3497179808,Baretto Caffé,Café,
514,Banbury-Don Mills,43.737657004300004,-79.3497179808,Courtyard Cafe,Café,
515,Banbury-Don Mills,43.737657004300004,-79.3497179808,Kafé Kamani,Café,
516,Banbury-Don Mills,43.737657004300004,-79.3497179808,Corner Café,Café,
518,Banbury-Don Mills,43.737657004300004,-79.3497179808,Timothy's Coffee,Café,
519,Banbury-Don Mills,43.737657004300004,-79.3497179808,Zio's House,Italian Restaurant,
520,Banbury-Don Mills,43.737657004300004,-79.3497179808,Ice 'n Cake,Ice Cream Shop,
521,Banbury-Don Mills,43.737657004300004,-79.3497179808,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
522,Banbury-Don Mills,43.737657004300004,-79.3497179808,TBG Cafe,Café,
523,Victoria Village,43.728489019399994,-79.31487382649999,Starbucks,Coffee Shop,
524,Victoria Village,43.728489019399994,-79.31487382649999,Aroma Catering,Café,
525,Victoria Village,43.728489019399994,-79.31487382649999,house cafè,Café,
526,Victoria Village,43.728489019399994,-79.31487382649999,Cafe 39,Café,
527,Victoria Village,43.728489019399994,-79.31487382649999,Pauls coffee shop,Café,
528,Victoria Village,43.728489019399994,-79.31487382649999,The Club house,Café,
529,Victoria Village,43.728489019399994,-79.31487382649999,6th Floor Cafeteria 12 Concorde Place,Café,
530,Victoria Village,43.728489019399994,-79.31487382649999,Cafe Bellevue,Café,
531,Victoria Village,43.728489019399994,-79.31487382649999,Anthony's Cafe,Café,
532,Victoria Village,43.728489019399994,-79.31487382649999,Music Garden Cafe,Café,
533,Victoria Village,43.728489019399994,-79.31487382649999,Cafelicious,Café,
534,Victoria Village,43.728489019399994,-79.31487382649999,Courtyard Cafe,Café,
535,Victoria Village,43.728489019399994,-79.31487382649999,Maria's Corner Cafe,Café,
536,Victoria Village,43.728489019399994,-79.31487382649999,Corner Café,Café,
538,Victoria Village,43.728489019399994,-79.31487382649999,Caffeine Toronto's Cafe,Café,
540,Victoria Village,43.728489019399994,-79.31487382649999,JJ Bean,Café,
541,Flemingdon Park,43.715929753999994,-79.3326459673,Cafe,Café,
542,Flemingdon Park,43.715929753999994,-79.3326459673,BMIR Cafe,Café,
543,Flemingdon Park,43.715929753999994,-79.3326459673,Aroma Catering,Café,
544,Flemingdon Park,43.715929753999994,-79.3326459673,Cafe 39,Café,
545,Flemingdon Park,43.715929753999994,-79.3326459673,On The Park Cafe,Café,
546,Flemingdon Park,43.715929753999994,-79.3326459673,Pauls coffee shop,Café,
547,Flemingdon Park,43.715929753999994,-79.3326459673,The Club house,Café,
548,Flemingdon Park,43.715929753999994,-79.3326459673,6th Floor Cafeteria 12 Concorde Place,Café,
549,Flemingdon Park,43.715929753999994,-79.3326459673,Cafe Bellevue,Café,
550,Flemingdon Park,43.715929753999994,-79.3326459673,Pearson Café,Café,
551,Flemingdon Park,43.715929753999994,-79.3326459673,Anthony's Cafe,Café,
552,Flemingdon Park,43.715929753999994,-79.3326459673,Music Garden Cafe,Café,
553,Flemingdon Park,43.715929753999994,-79.3326459673,Cafelicious,Café,
554,Flemingdon Park,43.715929753999994,-79.3326459673,Starbucks,Coffee Shop,
555,Flemingdon Park,43.715929753999994,-79.3326459673,Courtyard Cafe,Café,
556,Flemingdon Park,43.715929753999994,-79.3326459673,Maria's Corner Cafe,Café,
557,Flemingdon Park,43.715929753999994,-79.3326459673,Tea Masters,Café,
558,Flemingdon Park,43.715929753999994,-79.3326459673,Nostalgia,Café,
559,Flemingdon Park,43.715929753999994,-79.3326459673,Abol Bunn Cafe,Café,
560,Flemingdon Park,43.715929753999994,-79.3326459673,Corner Café,Café,
561,Flemingdon Park,43.715929753999994,-79.3326459673,Du Cafe,Café,
562,Flemingdon Park,43.715929753999994,-79.3326459673,JJ Bean,Café,
563,Flemingdon Park,43.715929753999994,-79.3326459673,The Maker Bean Cafe,Café,
564,Parkwoods-Donalda,43.755033474499996,-79.3301795171,Starbucks,Coffee Shop,
565,Parkwoods-Donalda,43.755033474499996,-79.3301795171,Wificafe,Café,
566,Parkwoods-Donalda,43.755033474499996,-79.3301795171,Brooklyn Italian Sandwiches & Eatery,Café,
567,Parkwoods-Donalda,43.755033474499996,-79.3301795171,Atrium Cafe And Juice Bar,Café,
568,Parkwoods-Donalda,43.755033474499996,-79.3301795171,Fitness Institute Restaurant,Café,
569,Parkwoods-Donalda,43.755033474499996,-79.3301795171,La Prep,Café,
570,Parkwoods-Donalda,43.755033474499996,-79.3301795171,Tim Hortons,Café,
571,Parkwoods-Donalda,43.755033474499996,-79.3301795171,Cafe 250,Café,
572,Parkwoods-Donalda,43.755033474499996,-79.3301795171,Baretto Caffé,Café,
573,Parkwoods-Donalda,43.755033474499996,-79.3301795171,Kafé Kamani,Café,
574,Parkwoods-Donalda,43.755033474499996,-79.3301795171,Caffeine Toronto's Cafe,Café,
575,Parkwoods-Donalda,43.755033474499996,-79.3301795171,Treats Coffee Emporium,Coffee Shop,
576,Parkwoods-Donalda,43.755033474499996,-79.3301795171,BVG Cafeteria,Café,
577,Parkwoods-Donalda,43.755033474499996,-79.3301795171,2nd Floor Lunchroom Potluck,Café,
578,Parkwoods-Donalda,43.755033474499996,-79.3301795171,Tear Drop Table Cafe,Café,
581,Pleasant View,43.786981759,-79.33494842520001,Hype Cafe,Café,
582,Pleasant View,43.786981759,-79.33494842520001,Timothy's Coffee,Café,
583,Pleasant View,43.786981759,-79.33494842520001,Grape Vine Bakery (M&Y Bakery),Bakery,
584,Pleasant View,43.786981759,-79.33494842520001,timhortonfairviewmall,Café,
585,Pleasant View,43.786981759,-79.33494842520001,Atrium Cafe And Juice Bar,Café,
586,Pleasant View,43.786981759,-79.33494842520001,Sweet Rosie's Cafe,Café,
587,Pleasant View,43.786981759,-79.33494842520001,La Prep,Café,
588,Pleasant View,43.786981759,-79.33494842520001,Aroma Espresso Bar,Coffee Shop,
589,Pleasant View,43.786981759,-79.33494842520001,Ten Ren's Tea Time,Juice Bar,
592,Pleasant View,43.786981759,-79.33494842520001,Nespresso Boutique Bar,Coffee Shop,
593,Pleasant View,43.786981759,-79.33494842520001,Cafe 250,Café,
594,Pleasant View,43.786981759,-79.33494842520001,Fitness Cafe,Café,
595,Pleasant View,43.786981759,-79.33494842520001,Cafe X-Press,Café,
596,Pleasant View,43.786981759,-79.33494842520001,Teaopia,Tea Room,
597,Pleasant View,43.786981759,-79.33494842520001,Tea Monkey Café,Café,
598,Pleasant View,43.786981759,-79.33494842520001,Treats Coffee Emporium,Coffee Shop,
599,Pleasant View,43.786981759,-79.33494842520001,Ruelo Patisserie,Café,
600,Pleasant View,43.786981759,-79.33494842520001,2nd Floor Lunchroom Potluck,Café,
601,Pleasant View,43.786981759,-79.33494842520001,Delimark Cafe,Café,
602,Pleasant View,43.786981759,-79.33494842520001,McCafe,Café,
603,Pleasant View,43.786981759,-79.33494842520001,Tear Drop Table Cafe,Café,
605,Don Valley Village,43.783293686899995,-79.3536441306,Timothy's Coffee,Café,
606,Don Valley Village,43.783293686899995,-79.3536441306,timhortonfairviewmall,Café,
608,Don Valley Village,43.783293686899995,-79.3536441306,Aroma Espresso Bar,Coffee Shop,
609,Don Valley Village,43.783293686899995,-79.3536441306,Ten Ren's Tea Time,Juice Bar,
612,Don Valley Village,43.783293686899995,-79.3536441306,Nespresso Boutique Bar,Coffee Shop,
613,Don Valley Village,43.783293686899995,-79.3536441306,Cafe 4800 Leslie Street,Café,
614,Don Valley Village,43.783293686899995,-79.3536441306,Teaopia,Tea Room,
615,Don Valley Village,43.783293686899995,-79.3536441306,Tea Monkey Café,Café,
616,Don Valley Village,43.783293686899995,-79.3536441306,Coffee Garden,Café,
617,Don Valley Village,43.783293686899995,-79.3536441306,Cafe Garrage Toronto,Café,
618,Hillcrest Village,43.8029878281,-79.3548039999,Steak Supreme 扒王之王,Steakhouse,
619,Hillcrest Village,43.8029878281,-79.3548039999,Hype Cafe,Café,
620,Hillcrest Village,43.8029878281,-79.3548039999,The Coffee Cup,Café,
621,Hillcrest Village,43.8029878281,-79.3548039999,J Cafe,Café,
622,Hillcrest Village,43.8029878281,-79.3548039999,Timothy's Coffee,Café,
623,Hillcrest Village,43.8029878281,-79.3548039999,Grape Vine Bakery (M&Y Bakery),Bakery,
626,Hillcrest Village,43.8029878281,-79.3548039999,Urban Kitchen,Café,
627,Hillcrest Village,43.8029878281,-79.3548039999,Venus Cafe,Café,
628,Hillcrest Village,43.8029878281,-79.3548039999,Ruelo Patisserie,Café,
629,Hillcrest Village,43.8029878281,-79.3548039999,Cafe Garrage Toronto,Café,
630,Hillcrest Village,43.8029878281,-79.3548039999,Delimark Cafe,Café,
631,Hillcrest Village,43.8029878281,-79.3548039999,Shiso Tree Cafe,Japanese Restaurant,
632,Hillcrest Village,43.8029878281,-79.3548039999,Pebble Beach Cafe,Café,
633,Bayview Woods-Steeles,43.7968018666,-79.3821179542,The Lamp Post,Café,
634,Bayview Woods-Steeles,43.7968018666,-79.3821179542,Maxim's Cafe and Patisserie,Café,
635,Bayview Woods-Steeles,43.7968018666,-79.3821179542,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
636,Bayview Woods-Steeles,43.7968018666,-79.3821179542,Cafe Garrage Toronto,Café,
637,Bayview Woods-Steeles,43.7968018666,-79.3821179542,Manhattan,Café,
640,Newtonbrook East,43.791535791,-79.4059374472,Cafe Login,Café,
641,Newtonbrook East,43.791535791,-79.4059374472,Soul Cafe,Café,
642,Newtonbrook East,43.791535791,-79.4059374472,The Cups,Café,
643,Newtonbrook East,43.791535791,-79.4059374472,lunch,Café,
644,Newtonbrook East,43.791535791,-79.4059374472,Orange Caramel,Café,
645,Newtonbrook East,43.791535791,-79.4059374472,Red Rose Pâtisserie,Café,
646,Newtonbrook East,43.791535791,-79.4059374472,Redbean Waffle House,Café,
647,Newtonbrook East,43.791535791,-79.4059374472,Dolce Camerata Dessert,Café,
648,Newtonbrook East,43.791535791,-79.4059374472,Cocoa Berry,Bakery,
649,Newtonbrook East,43.791535791,-79.4059374472,Cappriccio,Café,
650,Newtonbrook East,43.791535791,-79.4059374472,Coffee Box,Café,
651,Newtonbrook East,43.791535791,-79.4059374472,The Lamp Post,Café,
652,Newtonbrook East,43.791535791,-79.4059374472,Cups,Dessert Shop,
653,Newtonbrook East,43.791535791,-79.4059374472,Rothem Tree,Café,
654,Newtonbrook East,43.791535791,-79.4059374472,B.B. Cafe,Café,
655,Newtonbrook East,43.791535791,-79.4059374472,shirini bibi,Café,
656,Newtonbrook East,43.791535791,-79.4059374472,Sobda,Café,
657,Newtonbrook East,43.791535791,-79.4059374472,Negin Bakery,Café,
658,Newtonbrook East,43.791535791,-79.4059374472,Domi Café,Café,
659,Newtonbrook East,43.791535791,-79.4059374472,Soban Cafe,Asian Restaurant,
660,Newtonbrook East,43.791535791,-79.4059374472,Crepes and Honey,Coffee Shop,
661,Newtonbrook East,43.791535791,-79.4059374472,Manhattan,Café,
662,Newtonbrook East,43.791535791,-79.4059374472,Two Nine Tea,Bubble Tea Shop,
663,Newtonbrook East,43.791535791,-79.4059374472,Brioche Dorée,Café,
668,Willowdale East,43.7706022616,-79.40148378960002,Java Joe's,Café,
670,Willowdale East,43.7706022616,-79.40148378960002,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
671,Willowdale East,43.7706022616,-79.40148378960002,WFM Coffee Bar,Coffee Shop,
672,Willowdale East,43.7706022616,-79.40148378960002,lunch,Café,
673,Willowdale East,43.7706022616,-79.40148378960002,Orange Caramel,Café,
674,Willowdale East,43.7706022616,-79.40148378960002,Little Nicky's,Café,
675,Willowdale East,43.7706022616,-79.40148378960002,Second Cup,Coffee Shop,
676,Willowdale East,43.7706022616,-79.40148378960002,Second Cup,Café,
678,Willowdale East,43.7706022616,-79.40148378960002,Soul Cafe,Dessert Shop,
679,Willowdale East,43.7706022616,-79.40148378960002,Paint Lounge (Toronto West location),Café,
680,Willowdale East,43.7706022616,-79.40148378960002,Starbucks Canada Corporate Office,Business Center,
681,Willowdale East,43.7706022616,-79.40148378960002,Paradise Farms Cafe,Café,
683,Willowdale East,43.7706022616,-79.40148378960002,Il Fornello,Italian Restaurant,
684,Willowdale East,43.7706022616,-79.40148378960002,Cappriccio,Café,
686,Willowdale East,43.7706022616,-79.40148378960002,Delimark Cafe,Café,
687,Willowdale East,43.7706022616,-79.40148378960002,Rothem Tree,Café,
688,Willowdale East,43.7706022616,-79.40148378960002,Saryo,Café,
689,Willowdale East,43.7706022616,-79.40148378960002,Centre Cafe,Café,
690,Willowdale East,43.7706022616,-79.40148378960002,Royal Tea,Tea Room,
691,Willowdale East,43.7706022616,-79.40148378960002,Sobda,Café,
692,Willowdale East,43.7706022616,-79.40148378960002,Cafe Palma,Café,
693,Willowdale East,43.7706022616,-79.40148378960002,Domi Café,Café,
695,Willowdale East,43.7706022616,-79.40148378960002,Brie Fondue,Café,
696,Willowdale East,43.7706022616,-79.40148378960002,Oliva,Café,
697,Willowdale East,43.7706022616,-79.40148378960002,Bread & Roses,Café,
699,Willowdale East,43.7706022616,-79.40148378960002,Soban Cafe,Asian Restaurant,
700,Willowdale East,43.7706022616,-79.40148378960002,Silo 13,Café,
701,Willowdale East,43.7706022616,-79.40148378960002,N°9 Cafe,Café,
702,Willowdale East,43.7706022616,-79.40148378960002,Brioche Dorée,Café,
704,Willowdale East,43.7706022616,-79.40148378960002,Cinnamon Grove,Café,
705,Willowdale East,43.7706022616,-79.40148378960002,Timothy's World Coffee,Café,
